section_id,subsection_id,paragraph_id,sentence_id,sentence_text,sentence_position,dominant_function,secondary_function,previous_sentence_relation,next_sentence_relation,claim_type,claim_strength,evidence_anchor,citation_anchor,figure_table_anchor,technical_terms,hedging_words,risk_words,punctuation_pattern,sentence_skeleton,expected_topvenue_role,mismatch_type,revision_operation
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P4,SAMPLER_SIDE_COUNTERFACTUALS.P4.S2,"Each row summarizes three 1000-row restart artifacts on the same second board; these are capture repeats under the listed condition, not additional boards or PVT points.} tab:board2counter {tabular}{llrrrrrl} Condition & Warmup & $n$ & Mean $p_1$ & Std. $p_1$ & Min.",2,BOUNDARY,,jumps,,limitation,low,None,None,None,restart,under,,hyphen_count=1; semicolon_count=1; colon_count=1; comma_count=1,X holds under Y conditions.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;punctuation_issue,ADD_BRIDGE;SPLIT_SENTENCE;ADD_BOUNDARY
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P4,SAMPLER_SIDE_COUNTERFACTUALS.P4.S3,"Min-H & Max worst $x$ & Reading \\ {} compact baseline & 4 & 3 & 0.494077 & 0.000501 & 0.981366 & 556 & compact reference \\ {} compact baseline & 5 & 3 & 0.522394 & 0.001229 & 0.933152 & 576 & compact reference, high-side \\ {} compact baseline & 11 & 3 & 0.490700 & 0.000272 & 0.972532 & 562 & compact reference \\ {} forward lock & 4 & 3 & 0.450792 & 0.001106 & 0.861432 & 719 & repeated biased shift \\ {} forward lock & 5 & 3 & 0.445222 & 0.000603 & 0.848214 & 666 & repeated biased shift \\ {} forward lock & 11 & 3 & 0.411363 & 0.000294 & 0.763719 & 663 & stronger biased shift \\ {} reverse lock & 4 & 3 & 0.498300 & 0.000544 & 0.993649 & 573 & reverse near balance \\ {tabular} {table*}",3,RESULT,,evidences,,descriptive,low,None,None,None,,,high,hyphen_count=2; comma_count=1,X & X worst $x$ & X \\ {} compact baseline & 4 & 3 & 0.494077 & 0.000501 & 0.981366 & 556 & compact reference \\ {} compact baseline & 5 & 3 & 0.522394 & 0.0012,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,risk_word,REPLACE_RISK_VERB
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P5,SAMPLER_SIDE_COUNTERFACTUALS.P5.S1,The forward direction on the primary board shows that a compact diagnostic configuration that is near balanced with {} becomes biased when {} is imposed.,1,RESULT,,none,,measurement,medium,None,None,None,,,,,X forward direction on the primary board shows that a compact diagnostic configuration that is near balanced with {} becomes biased when {} is imposed.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim,ADD_EVIDENCE_ANCHOR
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P5,SAMPLER_SIDE_COUNTERFACTUALS.P5.S2,The reverse direction prevents the result from being read as a one-way artifact of the diagnostic configuration: the baseline restart configuration is restored near balance when {} is imposed.,2,RESULT,,elaborates,,measurement,low,None,None,None,restart,,,hyphen_count=1; colon_count=1,X reverse direction prevents the result from being read as a one-way artifact of the diagnostic configuration: the baseline restart configuration is restored ne,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P5,SAMPLER_SIDE_COUNTERFACTUALS.P5.S3,"Table tab:samplero is run-level counterfactual diagnostic evidence rather than a balanced statistical repeatability study, and Table tab:counterrepeat makes the uneven archived repeat coverage explicit.",3,RESULT,,evidences,,descriptive,low,Table,None,Table tab:samplero;Table tab:counterrepeat,,,,hyphen_count=1; colon_count=2; comma_count=1,"X tab:samplero is run-level counterfactual diagnostic evidence rather than a balanced statistical repeatability study, and X tab:counterrepeat makes the uneven ",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue,CHANGE_PUNCTUATION
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P5,SAMPLER_SIDE_COUNTERFACTUALS.P5.S4,"Where same-condition repeats are currently available, the sign of the effect is stable: the three-row forward warmup-4 and warmup-5 groups remain biased, the three-row reverse warmup-4 group remains near balanced, and the three-row compact-baseline warmup-4 group remains near balanced.",4,GAP,,elaborates,,limitation,low,None,None,None,,,,hyphen_count=9; colon_count=1; comma_count=3,"X same-condition repeats are currently available, the sign of the effect is stable: the three-row forward warmup-4 and warmup-5 groups remain biased, the three-",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P5,SAMPLER_SIDE_COUNTERFACTUALS.P5.S5,"The compact baseline warmup-5 and warmup-11 points and the forward warmup-11 point still have two runs each, so these summaries should not be read as a complete repeatability study.",5,BG,,elaborates,,descriptive,low,None,None,None,,,,hyphen_count=3; comma_count=1,"X compact baseline warmup-5 and warmup-11 points and the forward warmup-11 point still have two runs each, so these summaries should not be read as a complete r",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P6,SAMPLER_SIDE_COUNTERFACTUALS.P6.S1,The second-board repeat check in Table tab:board2counter reproduces the direction of the sampler-lock effect without reproducing the exact primary-board magnitudes.,1,RESULT,,none,,descriptive,low,Table,None,Table tab:board2counter,sampler,,,hyphen_count=3; colon_count=1,X second-board repeat check in X tab:board2counter reproduces the direction of the sampler-lock effect without reproducing the exact primary-board magnitudes.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P6,SAMPLER_SIDE_COUNTERFACTUALS.P6.S2,Each listed second-board condition now has three archived captures.,2,BOUNDARY,,elaborates,,limitation,low,None,None,None,,,,hyphen_count=1,X listed second-board condition now has three archived captures.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,ADD_BOUNDARY
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P6,SAMPLER_SIDE_COUNTERFACTUALS.P6.S3,"At warmup 4, changing from the compact {} reference to the forward {} lock moves the mean $p_1$ from 0.494077 to 0.450792 and raises the maximum worst fixed-position count from 556 to 719.",3,BG,,jumps,,descriptive,low,None,None,None,,,,hyphen_count=1; comma_count=1,"X warmup 4, changing from the compact {} reference to the forward {} lock moves the mean $p_1$ from 0.494077 to 0.450792 and raises the maximum worst fixed-posi",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P6,SAMPLER_SIDE_COUNTERFACTUALS.P6.S4,"At warmup 5, the corresponding means are 0.522394 and 0.445222.",4,BG,,elaborates,,descriptive,low,None,None,None,,,,comma_count=1,"X warmup 5, the corresponding means are 0.522394 and 0.445222.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P6,SAMPLER_SIDE_COUNTERFACTUALS.P6.S5,"The compact reference itself is warmup-dependent on the second board, so the evidence is read as a same-warmup directional perturbation rather than as a universal absolute threshold.",5,BG,,jumps,,descriptive,very_high,None,None,None,,,universal,hyphen_count=2; comma_count=1,"X compact reference itself is warmup-dependent on the second board, so the evidence is read as a same-warmup directional perturbation rather than as a universal",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;unsupported_claim;overstrong_claim;risk_word;role_mismatch,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR;WEAKEN_CLAIM;REPLACE_RISK_VERB;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P6,SAMPLER_SIDE_COUNTERFACTUALS.P6.S6,The reverse {} lock at warmup 4 remains near balanced with mean $p_1=0.498300$.,6,BG,,jumps,,descriptive,low,None,None,None,,,,,X reverse {} lock at warmup 4 remains near balanced with mean $p_1=0.498300$.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P6,SAMPLER_SIDE_COUNTERFACTUALS.P6.S7,"This supports the boundary claim across a second physical board while also showing that the signed magnitude and diagnostic margin are board-specific measurements, not universal constants.",7,BG,,jumps,,measurement,very_high,Experiment setup,None,None,,,universal,hyphen_count=1; comma_count=1,"X supports the boundary claim across a second physical board while also showing that the signed magnitude and diagnostic margin are board-specific measurements,",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;overstrong_claim;risk_word;role_mismatch,ADD_BRIDGE;WEAKEN_CLAIM;REPLACE_RISK_VERB;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P7,SAMPLER_SIDE_COUNTERFACTUALS.P7.S1,"The intended constraint change is localized to explicit sample-RO LOC/BEL constraints, with the same data-RO and sampler-register constraint base retained for the locked variants.",1,BG,,none,,causal/generalization,low,Experiment setup,None,None,BEL;LOC;RO;sampler,,,hyphen_count=3; slash_count=1; comma_count=1,"X intended constraint change is localized to explicit sample-X X/X constraints, with the same data-X and sampler-register constraint base retained for the locke",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P7,SAMPLER_SIDE_COUNTERFACTUALS.P7.S2,"The implemented perturbation should therefore be interpreted as a sampler-centered physical perturbation with entropy-source-local routed-network residuals, not as a claim that only three LUT delays changed.",2,NEED,,interprets,,causal/generalization,low,None,None,None,entropy;sampler,,,hyphen_count=4; comma_count=1,"X implemented perturbation should therefore be interpreted as a sampler-centered physical perturbation with entropy-source-local routed-network residuals, not a",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P7,SAMPLER_SIDE_COUNTERFACTUALS.P7.S3,"Because Vivado may still alter surrounding routes, delays, and neighborhood implementation, the result is evidence that sampler-side physical implementation and local routed context reshape restart behavior rather than proof that no other physical element changed.",3,RESULT,,elaborates,,causal/generalization,medium,None,None,None,restart;sampler,may,,hyphen_count=1; comma_count=3,"X X may still alter surrounding routes, delays, and neighborhood implementation, the result is evidence that sampler-side physical implementation and local rout",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim,ADD_EVIDENCE_ANCHOR
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P7,SAMPLER_SIDE_COUNTERFACTUALS.P7.S4,"We therefore separate two uses of the counterfactuals: the same-RTL forward comparisons provide the strongest implementation-locality evidence, while the reverse repair rows provide behavior-level bidirectional evidence but are not used as a clean locality proof.",4,NEED,,interprets,,method,low,None,None,None,RTL,,,hyphen_count=3; colon_count=1; comma_count=1,"X therefore separate two uses of the counterfactuals: the same-X forward comparisons provide the strongest implementation-locality evidence, while the reverse r",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P8,SAMPLER_SIDE_COUNTERFACTUALS.P8.S1,"As a route-variance control, we also rebuilt the same compact-diagnostic warmup-4 pair using Vivado {Explore} directives for the {place\_design}, {phys\_opt\_design}, and {route\_design} stages.",1,BG,,none,,descriptive,low,None,None,None,,,,hyphen_count=3; comma_count=3,"X a route-variance control, we also rebuilt the same compact-diagnostic warmup-4 pair using X {X} directives for the {place\_design}, {phys\_opt\_design}, and {",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P8,SAMPLER_SIDE_COUNTERFACTUALS.P8.S2,"The behavioral split persisted: the compact-lock build remained near balanced ($p_1=0.496761$, Min-H 0.990684, worst $x=560$), while the restart-oriented sample-RO lock remained biased ($p_1=0.375294$, Min-H 0.678751, worst $x=796$).",2,BG,,jumps,,descriptive,low,None,None,None,RO;restart,,,hyphen_count=5; colon_count=1; parentheses_count=4; comma_count=5,"X behavioral split persisted: the compact-lock build remained near balanced ($p_1=0.496761$, X 0.990684, worst $x=560$), while the restart-oriented sample-X loc",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;punctuation_issue;role_mismatch,ADD_BRIDGE;SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P8,SAMPLER_SIDE_COUNTERFACTUALS.P8.S3,"This directive-controlled check reduces the chance that the forward counterfactual is only one default implementation accident, while retaining the same route-residual limitation discussed below.",3,RESULT,,elaborates,,comparative,low,None,None,None,,,,hyphen_count=2; comma_count=1,"X directive-controlled check reduces the chance that the forward counterfactual is only one default implementation accident, while retaining the same route-resi",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P9,SAMPLER_SIDE_COUNTERFACTUALS.P9.S1,Table tab:implsummary adds implementation traceability for representative warmup-4 locked variants.,1,RESULT,,none,,method,low,Table;Experiment setup,None,Table tab:implsummary,,,,hyphen_count=1; colon_count=1,X tab:implsummary adds implementation traceability for representative warmup-4 locked variants.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P9,SAMPLER_SIDE_COUNTERFACTUALS.P9.S2,The compact diagnostic baseline and the forward counterfactual share the same RTL top and differ in the placement XDC used for the sample-RO lock.,2,SETUP,,jumps,,descriptive,low,None,None,None,RO;RTL,,,hyphen_count=1,X compact diagnostic baseline and the forward counterfactual share the same X top and differ in the placement X used for the sample-X lock.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P9,SAMPLER_SIDE_COUNTERFACTUALS.P9.S3,The reverse counterfactual uses the baseline restart RTL configuration and the compact sample-RO lock.,3,BG,,elaborates,,descriptive,low,None,None,None,RO;RTL;restart,,,hyphen_count=1,X reverse counterfactual uses the baseline restart X configuration and the compact sample-X lock.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P9,SAMPLER_SIDE_COUNTERFACTUALS.P9.S4,All three representative bitstreams are fully routed with no routing errors and meet the reported timing constraints.,4,SETUP,,jumps,,descriptive,low,None,None,None,,,,,X three representative bitstreams are fully routed with no routing errors and meet the reported timing constraints.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P9,SAMPLER_SIDE_COUNTERFACTUALS.P9.S5,"The resource and power numbers are not used as causal proof; they document that the compared implementations are small, routed, and reproducible enough for the counterfactual result to be audited.",5,RESULT,,elaborates,,comparative,low,None,None,None,,,small,semicolon_count=1; comma_count=2,"X resource and power numbers are not used as causal proof; they document that the compared implementations are small, routed, and reproducible enough for the co",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,risk_word;punctuation_issue,REPLACE_RISK_VERB;SPLIT_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P10,SAMPLER_SIDE_COUNTERFACTUALS.P10.S1,"{table*}[t] {Implementation traceability for representative sampler-side counterfactual bitstreams.} tab:implsummary {tabular}{llllrrrrll} Variant & RTL configuration & Sample lock & Warmup & WNS & LUT & FF & Power & Routed & Intended constraint change \\ baseline & compact diagnostic & {} & 4 & 0.712 & 350 & 364 & 0.225 W & yes, 0 errors & compact sample-RO lock \\ forward & compact diagnostic & {} & 4 & 0.638 & 350 & 364 & 0.224 W & yes, 0 errors & 3 listed sample-RO LUT LOC/BEL differences \\ reverse & baseline restart & {} & 4 & 0.534 & 346 & 363 & 0.223 W & yes, 0 errors & compact sample-RO lock in baseline restart top \\ {tabular} {table*}",1,SETUP,,none,,causal/generalization,low,Experiment setup,None,None,BEL;LOC;RO;RTL;restart;sampler,,,hyphen_count=4; colon_count=1; slash_count=1; comma_count=3,{table*}[t] {X traceability for representative sampler-side counterfactual bitstreams.} tab:implsummary {tabular}{llllrrrrll} X & X configuration & X lock & X &,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P11,SAMPLER_SIDE_COUNTERFACTUALS.P11.S1,Table tab:routedaudit summarizes a routed locality audit extracted from the routed DCPs.,1,RESULT,,none,,descriptive,low,Table,None,Table tab:routedaudit,,,,colon_count=1,X tab:routedaudit summarizes a routed locality audit extracted from the routed X.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P11,SAMPLER_SIDE_COUNTERFACTUALS.P11.S2,"The strongest primary-board physical-locality comparison is the same-RTL forward warmup-4 pair: tracked data-RO cells and sampled-data registers keep their LOC/BEL assignments, while the sample-RO cells change by 2/9 LOC and 3/9 BEL entries.",2,BG,,jumps,,causal/generalization,low,None,None,None,BEL;LOC;RO;RTL,,,hyphen_count=7; colon_count=1; slash_count=3; comma_count=1,X strongest primary-board physical-locality comparison is the same-X forward warmup-4 pair: tracked data-X cells and sampled-data registers keep their X/X assig,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
